,Movie_Name,Year_of_Release,C_Rating,Watch_Time_(min),Genre,Movie_Rating,Metascore,Votes,Gross_($M),Description
761,Evil Dead II,(1987),R,84 min,"Comedy, Horror            ",7.7,72        ,"172,640",$5.92M,The lone survivor of an onslaught of flesh-possessing spirits holes up in a cabin with a group of strangers while the demons continue their attack.
762,Tangled,(2010),PG,100 min,"Animation, Adventure, Comedy            ",7.7,71        ,"468,104",$200.82M,"The magically long-haired Rapunzel has spent her entire life in a tower, but now that a runaway thief has stumbled upon her, she is about to discover the world for the first time, and who she really is."
763,A Man Called Ove,(2015),PG-13,116 min,"Comedy, Drama, Romance            ",7.7,70        ,"63,005",$3.48M,"Ove, an ill-tempered, isolated retiree who spends his days enforcing block association rules and visiting his wife's grave, has finally given up on life just as an unlikely friendship develops with his boisterous new neighbors."
764,The Hangover,(2009),R,100 min,Comedy            ,7.7,73        ,"806,454",$277.32M,"Three buddies wake up from a bachelor party in Las Vegas, with no memory of the previous night and the bachelor missing. They make their way around the city in order to find their friend before his wedding."
765,Ex Machina,(2014),R,108 min,"Drama, Sci-Fi, Thriller            ",7.7,78        ,"560,772",$25.44M,A young programmer is selected to participate in a ground-breaking experiment in synthetic intelligence by evaluating the human qualities of a highly advanced humanoid A.I.
766,Road to Perdition,(2002),R,117 min,"Crime, Drama, Thriller            ",7.7,72        ,"275,605",$104.45M,"A mob enforcer's son in 1930s Illinois witnesses a murder, forcing him and his father to take to the road, and his father down a path of redemption and revenge."
767,Harry Potter and the Goblet of Fire,(2005),PG-13,157 min,"Adventure, Family, Fantasy            ",7.7,81        ,"645,633",$290.01M,"Harry Potter finds himself competing in a hazardous tournament between rival schools of magic, but he is distracted by recurring nightmares."
768,Wind River,(2017),R,107 min,"Crime, Drama, Mystery            ",7.7,73        ,"261,982",$33.80M,"A wildlife officer, who is haunted by a tragedy that happened because of him, teams up with an FBI agent in solving a murder of a young woman on a Wyoming Native American reservation and hopes to get redemption from his past regrets."
769,Mission: Impossible - Fallout,(2018),PG-13,147 min,"Action, Adventure, Thriller            ",7.7,86        ,"344,058",$220.16M,"Ethan Hunt and his IMF team, along with some familiar allies, race against time after a mission gone wrong."
770,Blue Is the Warmest Colour,(2013),NC-17,180 min,"Drama, Romance            ",7.7,90        ,"156,958",$2.20M,"Adèle's life is changed when she meets Emma, a young woman with blue hair, who will allow her to discover desire and to assert herself as a woman and as an adult. In front of others, Adèle grows, seeks herself, loses herself, and ultimately finds herself through love and loss."
771,Airplane!,(1980),PG,88 min,Comedy            ,7.7,78        ,"248,159",$83.40M,"After the crew becomes sick with food poisoning, a neurotic ex-fighter pilot must land a commercial airplane full of passengers safely."
772,Ocean's Eleven,(2001),PG-13,116 min,"Crime, Thriller            ",7.7,74        ,"590,357",$183.42M,Danny Ocean and his ten accomplices plan to rob three Las Vegas casinos simultaneously.
773,Another Round,(2020),Not Rated,117 min,"Comedy, Drama            ",7.7,79        ,"173,064",,Four high-school teachers consume alcohol on a daily basis to see how it affects their social and professional lives.
774,Deliverance,(1972),R,109 min,"Adventure, Drama, Thriller            ",7.7,80        ,"113,985",$7.06M,"Intent on seeing the Cahulawassee River before it's dammed and turned into a lake, outdoor fanatic Lewis Medlock takes his friends on a canoeing trip they'll never forget into the dangerous American back-country."
775,Harry Potter and the Deathly Hallows: Part 1,(2010),PG-13,146 min,"Adventure, Family, Fantasy            ",7.7,65        ,"566,710",$295.98M,"As Harry, Ron and Hermione race against time and evil to destroy the Horcruxes, they uncover the existence of the three most powerful objects in the wizarding world: the Deathly Hallows."
776,Brokeback Mountain,(2005),R,134 min,"Drama, Romance            ",7.7,87        ,"367,044",$83.04M,Ennis and Jack are two shepherds who develop a sexual and emotional relationship. Their relationship becomes complicated when both of them get married to their respective girlfriends.
777,Home Alone,(1990),PG,103 min,"Comedy, Family            ",7.7,63        ,"603,522",$285.76M,"An eight-year-old troublemaker, mistakenly left home alone, must defend his home against a pair of burglars on Christmas eve."
778,Zodiac,(2007),R,157 min,"Crime, Drama, Mystery            ",7.7,79        ,"560,416",$33.08M,"Between 1968 and 1983, a San Francisco cartoonist becomes an amateur detective obsessed with tracking down the Zodiac Killer, an unidentified individual who terrorizes Northern California with a killing spree."
779,Coraline,(2009),PG,100 min,"Animation, Drama, Family            ",7.7,80        ,"242,163",$75.29M,"An adventurous 11-year-old girl finds another world that is a strangely idealized version of her frustrating home, but it has sinister secrets."
780,Black Book,(2006),R,145 min,"Drama, Thriller, War            ",7.7,71        ,"78,418",$4.40M,"In the Nazi-occupied Netherlands during World War II, a Jewish singer infiltrates the regional Gestapo headquarters for the Dutch resistance."
781,The Count of Monte Cristo,(2002),PG-13,131 min,"Action, Adventure, Drama            ",7.7,61        ,"142,378",$54.23M,"A young man, falsely imprisoned by his jealous ""friend"", escapes and uses a hidden treasure to exact his revenge."
782,Blue Velvet,(1986),R,120 min,"Crime, Drama, Mystery            ",7.7,76        ,"205,806",$8.55M,"The discovery of a severed human ear found in a field leads a young man on an investigation related to a beautiful, mysterious nightclub singer and a group of psychopathic criminals who have kidnapped her child."
783,Argo,(2012),R,120 min,"Biography, Drama, Thriller            ",7.7,86        ,"624,218",$136.03M,"Acting under the cover of a Hollywood producer scouting a location for a science fiction film, a CIA agent launches a dangerous operation to rescue six Americans in Tehran during the U.S. hostage crisis in Iran in 1979."
784,500 Days of Summer,(2009),PG-13,95 min,"Comedy, Drama, Romance            ",7.7,76        ,"529,827",$32.39M,"After being dumped by the girl he believes to be his soulmate, hopeless romantic Tom Hansen reflects on their relationship to try and figure out where things went wrong and how he can win her back."
785,Apollo 13,(I) (1995),PG,140 min,"Adventure, Drama, History            ",7.7,77        ,"302,897",$173.84M,NASA must devise a strategy to return Apollo 13 to Earth safely after the spacecraft undergoes massive internal damage putting the lives of the three astronauts on board in jeopardy.
786,The Game,(1997),R,129 min,"Drama, Mystery, Thriller            ",7.7,63        ,"408,532",$48.32M,"After a wealthy San Francisco banker is given an opportunity to participate in a mysterious game, his life is turned upside down as he begins to question if it might really be a concealed conspiracy to destroy him."
787,The Magnificent Seven,(1960),Approved,128 min,"Action, Adventure, Drama            ",7.7,74        ,"98,098",$4.91M,Seven gunfighters are hired by Mexican peasants to liberate their village from oppressive bandits.
788,Birdman or (The Unexpected Virtue of Ignorance),(2014),R,119 min,"Comedy, Drama            ",7.7,87        ,"644,701",$42.34M,"A washed-up superhero actor attempts to revive his fading career by writing, directing, and starring in a Broadway production."
789,The Machinist,(2004),R,101 min,"Drama, Thriller            ",7.7,61        ,"400,373",$1.08M,An industrial worker who hasn't slept in a year begins to doubt his own sanity.
790,Primal Fear,(1996),R,129 min,"Crime, Drama, Mystery            ",7.7,47        ,"231,418",$56.12M,"An altar boy is accused of murdering a priest, and the truth is buried several layers deep."
791,The Lego Movie,(2014),PG,100 min,"Animation, Action, Adventure            ",7.7,83        ,"368,107",$257.76M,"An ordinary LEGO construction worker, thought to be the prophesied as ""special"", is recruited to join a quest to stop an evil tyrant from gluing the LEGO universe into eternal stasis."
792,Blazing Saddles,(1974),R,93 min,"Comedy, Western            ",7.7,73        ,"144,380",$119.50M,"In order to ruin a western town, a corrupt politician appoints a black Sheriff, who promptly becomes his most formidable adversary."
793,3:10 to Yuma,(2007),R,122 min,"Action, Crime, Drama            ",7.7,76        ,"319,816",$53.61M,A small-time rancher agrees to hold a captured outlaw who's awaiting a train to go to court in Yuma. A battle of wills ensues as the outlaw tries to psych out the rancher.
794,And Your Mother Too,(2001),R,106 min,Drama            ,7.7,89        ,"125,574",$13.62M,"In Mexico, two teenage boys and an attractive older woman embark on a road trip and learn a thing or two about life, friendship, sex, and each other."
795,Training Day,(2001),R,122 min,"Action, Crime, Drama            ",7.7,69        ,"449,463",$76.63M,A rookie cop spends his first day as a Los Angeles narcotics officer with a rogue detective who isn't what he appears to be.
796,The Last of the Mohicans,(1992),R,112 min,"Action, Adventure, Drama            ",7.7,76        ,"177,159",$75.51M,Three trappers protect the daughters of a British Colonel in the midst of the French and Indian War.
797,Lost in Translation,(2003),R,102 min,"Comedy, Drama            ",7.7,91        ,"466,645",$44.59M,A faded movie star and a neglected young woman form an unlikely bond after crossing paths in Tokyo.
798,Silver Linings Playbook,(2012),R,122 min,"Comedy, Drama, Romance            ",7.7,81        ,"720,858",$132.09M,"After a stint in a mental institution, former teacher Pat Solitano moves back in with his parents and tries to reconcile with his ex-wife. Things get more challenging when Pat meets Tiffany, a mysterious girl with problems of her own."
799,X-Men: First Class,(2011),PG-13,131 min,"Action, Sci-Fi            ",7.7,65        ,"704,074",$146.41M,"In the 1960s, superpowered humans Charles Xavier and Erik Lensherr work together to find others like them, but Erik's vengeful pursuit of an ambitious mutant who ruined his life causes a schism to divide them."
800,Man on Fire,(2004),R,146 min,"Action, Crime, Drama            ",7.7,47        ,"371,510",$77.91M,"In Mexico City, a former CIA operative swears vengeance on those who committed an unspeakable act against the family he was hired to protect."
801,A Few Good Men,(1992),R,138 min,"Drama, Thriller            ",7.7,62        ,"272,779",$141.34M,Military lawyer Lieutenant Daniel Kaffee defends Marines accused of murder. They contend they were acting under orders.
802,Detachment,(2011),Not Rated,98 min,Drama            ,7.7,52        ,"91,065",$0.07M,A substitute teacher who drifts from classroom to classroom finds a connection to the students and teachers during his latest assignment.
803,Mr. Nobody,(2009),R,141 min,"Drama, Fantasy, Romance            ",7.7,63        ,"238,657",$0.00M,"A boy stands on a station platform as a train is about to leave. Should he go with his mother or stay with his father? Infinite possibilities arise from this decision. As long as he doesn't choose, anything is possible."
804,Crash,(I) (2004),R,112 min,"Crime, Drama, Thriller            ",7.7,66        ,"442,125",$54.58M,"Los Angeles citizens with vastly separate lives collide in interweaving stories of race, loss and redemption."
805,Halloween,(1978),R,91 min,"Horror, Thriller            ",7.7,87        ,"288,280",$47.00M,"Fifteen years after murdering his sister on Halloween night 1963, Michael Myers escapes from a mental hospital and returns to the small town of Haddonfield, Illinois to kill again."
806,Adaptation.,(2002),R,115 min,"Comedy, Drama            ",7.7,83        ,"196,888",$22.25M,A lovelorn screenwriter becomes desperate as he tries and fails to adapt 'The Orchid Thief' by Susan Orlean for the screen.
807,Toy Story 4,(2019),G,100 min,"Animation, Adventure, Comedy            ",7.7,84        ,"261,231",$434.04M,"When a new toy called ""Forky"" joins Woody and the gang, a road trip alongside old and new friends reveals how big the world can be for a toy."
808,"O Brother, Where Art Thou?",(2000),PG-13,107 min,"Adventure, Comedy, Crime            ",7.7,69        ,"319,611",$45.51M,"In the deep south during the 1930s, three escaped convicts search for hidden treasure while a relentless lawman pursues them."
809,First Blood,(1982),R,93 min,"Action, Adventure, Thriller            ",7.7,61        ,"261,845",$47.21M,A veteran Green Beret is forced by a cruel Sheriff and his deputies to flee into the mountains and wage an escalating one-man war against his pursuers.
810,Wreck-It Ralph,(2012),PG,101 min,"Animation, Adventure, Comedy            ",7.7,72        ,"435,837",$189.42M,"A video game villain wants to be a hero and sets out to fulfill his dream, but his quest brings havoc to the whole arcade where he lives."
811,The Trial of the Chicago 7,(2020),R,129 min,"Drama, History, Thriller            ",7.7,76        ,"183,676",,"The story of 7 people on trial stemming from various charges surrounding the uprising at the 1968 Democratic National Convention in Chicago, Illinois."
812,What's Eating Gilbert Grape,(1993),PG-13,118 min,Drama            ,7.7,73        ,"243,779",$9.17M,A young man in a small Midwestern town struggles to care for his mentally-disabled younger brother and morbidly obese mother while attempting to pursue his own happiness.
813,The Boy in the Striped Pajamas,(2008),PG-13,94 min,"Drama, War            ",7.7,55        ,"229,147",$9.03M,"Through the innocent eyes of Bruno, the eight-year-old son of the commandant at a German concentration camp, a forbidden friendship with a Jewish boy on the other side of the camp fence has startling and unexpected consequences."
814,Who Framed Roger Rabbit,(1988),PG,104 min,"Animation, Adventure, Comedy            ",7.7,83        ,"207,617",$156.45M,A toon-hating detective is a cartoon rabbit's only hope to prove his innocence when he is accused of murder.
815,Midnight in Paris,(2011),PG-13,94 min,"Comedy, Fantasy, Romance            ",7.7,81        ,"434,215",$56.82M,"While on a trip to Paris with his fiancée's family, a nostalgic screenwriter finds himself mysteriously going back to the 1920s every day at midnight."
816,Gravity,(2013),PG-13,91 min,"Drama, Sci-Fi, Thriller            ",7.7,96        ,"839,872",$274.09M,Two astronauts work together to survive after an accident leaves them stranded in space.
817,Empire of the Sun,(1987),PG,153 min,"Drama, War            ",7.7,62        ,"129,789",$22.24M,A young English boy struggles to survive under Japanese occupation of China during World War II.
818,As Good as It Gets,(1997),PG-13,139 min,"Comedy, Drama, Romance            ",7.7,67        ,"306,983",$148.48M,"A single mother and waitress, a misanthropic author, and a gay artist form an unlikely friendship after the artist is assaulted in a robbery."
819,Star Trek Into Darkness,(2013),PG-13,132 min,"Action, Adventure, Sci-Fi            ",7.7,72        ,"488,944",$228.78M,"After the crew of the Enterprise find an unstoppable force of terror from within their own organization, Captain Kirk leads a manhunt to a war-zone world to capture a one-man weapon of mass destruction."
820,Sense and Sensibility,(1995),PG,136 min,"Drama, Romance            ",7.7,84        ,"119,974",$43.18M,"Rich Mr. Dashwood dies, leaving his second wife and her three daughters poor by the rules of inheritance. The two eldest daughters are the title opposites."
821,The Boondock Saints,(1999),R,108 min,"Action, Thriller            ",7.7,44        ,"243,210",$0.03M,Two Irish Catholic brothers become vigilantes and wipe out Boston's criminal underworld in the name of God.
822,The Fault in Our Stars,(2014),PG-13,126 min,"Drama, Romance            ",7.7,69        ,"386,609",$124.87M,Two teenage cancer patients begin a life-affirming journey to visit a reclusive author in Amsterdam.
823,Sound of Metal,(2019),R,120 min,"Drama, Music            ",7.7,82        ,"136,524",,A heavy-metal drummer's life is thrown into freefall when he begins to lose his hearing.
824,Dirty Harry,(1971),R,102 min,"Action, Crime, Thriller            ",7.7,87        ,"161,483",$35.90M,"When a man calling himself ""the Scorpio Killer"" menaces San Francisco, tough-as-nails Police Inspector ""Dirty"" Harry Callahan is assigned to track down the crazed psychopath."
825,When Harry Met Sally...,(1989),R,95 min,"Comedy, Drama, Romance            ",7.7,76        ,"228,125",$92.82M,"Harry and Sally have known each other for years, and are very good friends, but they fear sex would ruin the friendship."
826,Goldfinger,(1964),PG,110 min,"Action, Adventure, Thriller            ",7.7,87        ,"195,370",$51.08M,"While investigating a gold magnate's smuggling, James Bond uncovers a plot to contaminate the Fort Knox gold reserve."
827,Philadelphia,(1993),PG-13,125 min,Drama            ,7.7,66        ,"248,376",$77.32M,"When a man with HIV is fired by his law firm because of his condition, he hires a homophobic small time lawyer as the only willing advocate for a wrongful dismissal suit."
828,Kung Fu Hustle,(2004),R,99 min,"Action, Comedy, Fantasy            ",7.7,78        ,"144,189",$17.11M,"In Shanghai, China in the 1940s, a wannabe gangster aspires to join the notorious ""Axe Gang"" while residents of a housing complex exhibit extraordinary powers in defending their turf."
829,Donnie Brasco,(1997),R,127 min,"Biography, Crime, Drama            ",7.7,76        ,"316,436",$41.91M,"An FBI undercover agent infiltrates the mob and finds himself identifying more with the mafia life, at the expense of his regular one."
830,The French Connection,(1971),R,104 min,"Action, Crime, Drama            ",7.7,94        ,"127,411",$15.63M,"A pair of NYPD detectives in the Narcotics Bureau stumble onto a heroin smuggling ring based in Marseilles, but stopping them and capturing their leaders proves an elusive goal."
831,Serpico,(1973),R,130 min,"Biography, Crime, Drama            ",7.7,81        ,"127,832",$29.80M,An honest New York cop named Frank Serpico blows the whistle on rampant corruption in the force only to have his comrades turn against him.
832,Fried Green Tomatoes,(1991),PG-13,130 min,Drama            ,7.7,64        ,"77,758",$82.42M,A housewife who is unhappy with her life befriends an old lady at a nursing home and is enthralled by the tales she tells of people she used to know.
833,Flipped,(I) (2010),PG,90 min,"Comedy, Drama, Romance            ",7.7,45        ,"93,364",$1.75M,Two eighth-graders start to have feelings for each other despite being total opposites.
834,Being John Malkovich,(1999),R,113 min,"Comedy, Drama, Fantasy            ",7.7,90        ,"343,559",$22.86M,A puppeteer discovers a portal that leads literally into the head of movie star John Malkovich.
835,Naked,(1993),Not Rated,131 min,"Comedy, Drama            ",7.7,85        ,"41,420",$1.77M,An unemployed Mancunian vents his rage on unsuspecting strangers as he embarks on a nocturnal London odyssey.
836,Glengarry Glen Ross,(1992),R,100 min,"Crime, Drama, Mystery            ",7.7,82        ,"110,084",$10.73M,An examination of the machinations behind the scenes at a real estate office.
837,Star Trek II: The Wrath of Khan,(1982),PG,113 min,"Action, Adventure, Sci-Fi            ",7.7,68        ,"125,036",$78.91M,"With the assistance of the Enterprise crew, Admiral Kirk must stop an old nemesis, Khan Noonien Singh, from using the life-generating Genesis Device as the ultimate weapon."
838,The Theory of Everything,(2014),PG-13,123 min,"Biography, Drama, Romance            ",7.7,71        ,"463,105",$35.89M,A look at the relationship between the famous physicist Stephen Hawking and his wife.
839,The Bourne Supremacy,(2004),PG-13,108 min,"Action, Mystery, Thriller            ",7.7,73        ,"472,975",$176.24M,"When Jason Bourne is framed for a CIA operation gone awry, he is forced to resume his former life as a trained assassin to survive."
840,Clerks,(1994),R,92 min,Comedy            ,7.7,70        ,"227,104",$3.15M,"A day in the lives of two convenience clerks named Dante and Randal as they annoy customers, discuss movies, and play hockey on the store roof."
841,The Color Purple,(1985),PG-13,154 min,Drama            ,7.7,78        ,"90,145",$98.47M,A black Southern woman struggles to find her identity after suffering abuse from her father and others over four decades.
842,"South Park: Bigger, Longer & Uncut",(1999),R,81 min,"Animation, Comedy, Fantasy            ",7.7,73        ,"209,520",$52.04M,"When Stan Marsh and his friends go see an R-rated movie, they start cursing and their parents think that Canada is to blame."
843,Ray,(I) (2004),PG-13,152 min,"Biography, Drama, Music            ",7.7,73        ,"151,807",$75.33M,"The story of the life and career of the legendary rhythm and blues musician Ray Charles, from his humble beginnings in the South, where he went blind at age seven, to his meteoric rise to stardom during the 1950s and 1960s."
844,Black Narcissus,(1947),Not Rated,101 min,Drama            ,7.7,86        ,"26,119",,"A group of nuns struggle to establish a convent in the Himalayas, while isolation, extreme weather, altitude, and culture clashes all conspire to drive the well-intentioned missionaries mad."
845,Open Your Eyes,(1997),R,119 min,"Drama, Mystery, Sci-Fi            ",7.7,,"71,078",$0.37M,"A very handsome man finds the love of his life, but he suffers an accident and needs to have his face rebuilt by surgery after it is severely disfigured."
846,The Name of the Rose,(1986),R,130 min,"Drama, Mystery, Thriller            ",7.7,54        ,"111,774",$7.15M,An intellectually nonconformist friar investigates a series of mysterious deaths in an isolated abbey.
847,Lucky Number Slevin,(2006),R,110 min,"Crime, Drama, Thriller            ",7.7,53        ,"318,720",$22.49M,"A case of mistaken identity lands Slevin into the middle of a war being plotted by two of the city's most rival crime bosses. Under constant surveillance by Detective Brikowski and assassin Goodkat, he must get them before they get him."
848,The Great Beauty,(2013),Not Rated,141 min,Drama            ,7.7,86        ,"93,852",$2.85M,"Jep Gambardella has seduced his way through the lavish nightlife of Rome for decades, but after his 65th birthday and a shock from the past, Jep looks past the nightclubs and parties to find a timeless landscape of absurd, exquisite beauty."
849,Ordinary People,(1980),R,124 min,Drama            ,7.7,86        ,"54,307",$54.80M,"The accidental death of the older son of an affluent family deeply strains the relationships among the bitter mother, the good-natured father and the guilt-ridden younger son."
850,Roma,(2018),R,135 min,Drama            ,7.7,96        ,"163,454",,A year in the life of a middle-class family's maid in Mexico City in the early 1970s.
851,Malcolm X,(1992),PG-13,202 min,"Biography, Drama, History            ",7.7,73        ,"97,981",$48.17M,"Biographical epic of the controversial and influential Black Nationalist leader, from his early life and career as a small-time gangster, to his ministry as a member of the Nation of Islam."
852,Bonnie and Clyde,(1967),R,111 min,"Action, Biography, Crime            ",7.7,86        ,"116,329",,"Bored waitress Bonnie Parker falls in love with an ex-con named Clyde Barrow and together they start a violent crime spree through the country, stealing cars and robbing banks."
853,This Is England,(2006),Not Rated,101 min,"Crime, Drama            ",7.7,86        ,"124,906",$0.33M,"A young boy becomes friends with a gang of skinheads. Friends soon become like family, and relationships will be pushed to the very limit."
854,Finding Neverland,(2004),PG,106 min,"Biography, Drama, Family            ",7.7,67        ,"208,857",$51.68M,The story of Sir J.M. Barrie's friendship with a family who inspired him to create Peter Pan.
855,The Last Emperor,(1987),PG-13,163 min,"Biography, Drama, History            ",7.7,76        ,"107,053",$43.98M,"Dramatization of China's last emperor, Puyi."
856,Paprika,(2006),R,90 min,"Animation, Drama, Fantasy            ",7.7,81        ,"87,464",$0.88M,"When a machine that allows therapists to enter their patients' dreams is stolen, all hell breaks loose. Only a young female therapist, Paprika, can stop it."
857,The Wind Rises,(2013),PG-13,126 min,"Animation, Biography, Drama            ",7.7,83        ,"90,214",$5.21M,"A look at the life of Jiro Horikoshi, the man who designed Japanese fighter planes during World War II."
858,Happiness,(1998),NC-17,134 min,"Comedy, Drama            ",7.7,81        ,"72,041",$2.81M,"The lives of several individuals intertwine as they go about their lives in their own unique ways, engaging in acts which society as a whole might find disturbing in a desperate search for human connection."
859,Billy Elliot,(2000),R,110 min,"Drama, Music            ",7.7,74        ,"138,294",$22.00M,A talented young boy becomes torn between his unexpected love of dance and the disintegration of his family.
860,The Longest Day,(1962),G,178 min,"Action, Drama, History            ",7.7,75        ,"57,353",$39.10M,"The events of D-Day, told on a grand scale from both the Allied and German points of view."
861,Hamlet,(1996),PG-13,242 min,Drama            ,7.7,,"38,952",$4.41M,"Hamlet, Prince of Denmark, returns home to find his father murdered and his mother remarrying the murderer, his uncle. Meanwhile, war is brewing."
862,Miller's Crossing,(1990),R,115 min,"Crime, Drama, Thriller            ",7.7,66        ,"138,116",$5.08M,"Tom Reagan, an advisor to a Prohibition-era crime boss, tries to keep the peace between warring mobs but gets caught in divided loyalties."
863,Badlands,(1973),PG,94 min,"Action, Crime, Drama            ",7.7,93        ,"75,192",,"An impressionable teenage girl from a dead-end town, and her older greaser boyfriend, embark on a killing spree in the South Dakota Badlands."
864,Belle de Jour,(1967),R,100 min,"Drama, Romance            ",7.7,,"46,512",$0.03M,A frigid young housewife decides to spend her midweek afternoons as a prostitute.
865,Kubo and the Two Strings,(2016),PG,101 min,"Animation, Action, Adventure            ",7.7,84        ,"133,416",$48.02M,A young boy named Kubo must locate a magical suit of armour worn by his late father in order to defeat a vengeful spirit from the past.
866,Night on Earth,(1991),R,129 min,"Comedy, Drama            ",7.7,68        ,"62,724",$2.02M,An anthology of 5 different cab drivers in 5 American and European cities and their remarkable fares on the same eventful night.
867,Fantasia,(1940),G,124 min,"Animation, Family, Fantasy            ",7.7,96        ,"99,607",$76.41M,"A collection of animated interpretations of great works of Western classical music, ranging from the abstract to depictions of mythology and fantasy, and settings including the prehistoric, supernatural and sacred."
868,The Verdict,(1982),R,129 min,Drama            ,7.7,77        ,"42,854",$54.00M,"An outcast, alcoholic Boston lawyer sees the chance to salvage his career and self-respect by taking a medical malpractice case to trial rather than settling."
869,Key Largo,(1948),Not Rated,100 min,"Action, Crime, Drama            ",7.7,,"42,441",,"A man visits his war buddy's family hotel and finds a gangster running things. As a hurricane approaches, the two end up confronting each other."
870,Beasts of No Nation,(2015),TV-MA,137 min,"Drama, War            ",7.7,79        ,"83,894",$0.08M,"A drama based on the experiences of Agu, a child soldier fighting in the civil war of an unnamed African country."
871,The Dirty Dozen,(1967),Approved,150 min,"Action, Adventure, War            ",7.7,73        ,"75,941",$45.30M,"During World War II, a rebellious U.S. Army Major is assigned a dozen convicted murderers to train and lead them into a mass assassination mission of German officers."
872,Me and Earl and the Dying Girl,(2015),PG-13,105 min,"Comedy, Drama, Romance            ",7.7,74        ,"134,528",$6.74M,"High schooler Greg, who spends most of his time making parodies of classic movies with his co-worker Earl, finds his outlook forever altered after befriending a classmate who has just been diagnosed with cancer."
873,The Quiet Man,(1952),Passed,129 min,"Comedy, Drama, Romance            ",7.7,85        ,"40,401",$10.55M,"A retired American boxer returns to the village of his birth in 1920s Ireland, where he falls for a spirited redhead whose brother is contemptuous of their union."
874,The African Queen,(1951),PG,105 min,"Adventure, Drama, Romance            ",7.7,91        ,"81,092",$0.54M,"In WWI East Africa, a gin-swilling Canadian riverboat captain is persuaded by a strait-laced English missionary to undertake a trip up a treacherous river and use his boat to attack a German gunship."
875,Run Lola Run,(1998),R,80 min,"Action, Crime, Thriller            ",7.7,77        ,"202,203",$7.27M,"After a botched money delivery, Lola has 20 minutes to come up with 100,000 Deutschmarks."
876,Short Cuts,(1993),R,188 min,"Comedy, Drama            ",7.7,81        ,"46,075",$6.11M,The day-to-day lives of several suburban Los Angeles residents.
877,Zulu,(1964),Not Rated,138 min,"Drama, History, War            ",7.7,77        ,"40,807",,Outnumbered British soldiers do battle with Zulu warriors at Rorke's Drift.
878,Fantastic Planet,(1973),PG,72 min,"Animation, Sci-Fi            ",7.7,73        ,"33,740",$0.19M,"On a faraway planet where blue giants rule, oppressed humanoids rebel against their machine-like leaders."
879,Breathless,(1960),Not Rated,90 min,"Crime, Drama            ",7.7,,"84,559",$0.34M,"A small-time thief steals a car and impulsively murders a motorcycle policeman. Wanted by the authorities, he reunites with a hip American journalism student and attempts to persuade her to run away with him to Italy."
880,Waking Life,(2001),R,99 min,"Animation, Drama, Fantasy            ",7.7,83        ,"65,520",$2.89M,A man shuffles through a dream meeting various people and discussing the meanings and purposes of the universe.
881,Porco Rosso,(1992),PG,94 min,"Animation, Adventure, Comedy            ",7.7,83        ,"93,950",,"In 1930s Italy, a veteran World War I pilot is cursed to look like an anthropomorphic pig."
882,Hard Boiled,(1992),R,128 min,"Action, Crime, Thriller            ",7.7,,"52,054",,A tough-as-nails cop teams up with an undercover agent to shut down a sinister mobster and his crew.
883,Nebraska,(2013),R,115 min,Drama            ,7.7,86        ,"120,205",$17.65M,"An aging, booze-addled father makes the trip from Montana to Nebraska with his estranged son in order to claim a million-dollar Mega Sweepstakes Marketing prize."
884,The Man from Nowhere,(2010),R,119 min,"Action, Crime, Drama            ",7.7,,"71,858",$0.01M,A quiet pawnshop keeper with a violent past takes on a drug-and-organ trafficking ring in hope of saving the child who is his only friend.
885,The Vanishing,(1988),Not Rated,107 min,"Mystery, Thriller            ",7.7,,"40,845",,"Rex and Saskia, a young couple in love, are on vacation. They stop at a busy service station and Saskia is abducted. After three years and no sign of Saskia, Rex begins receiving letters from the abductor."
886,Evil,(2003),Not Rated,113 min,Drama            ,7.7,61        ,"40,036",$0.02M,"A teenage boy expelled from school for fighting arrives at a boarding school where the systematic bullying of younger students is encouraged as a means to maintain discipline, and decides to fight back."
887,Good Bye Lenin!,(2003),R,121 min,"Comedy, Drama, Romance            ",7.7,68        ,"149,093",$4.06M,"In 1990, to protect his fragile mother from a fatal shock after a long coma, a young man must keep her from learning that her beloved nation of East Germany as she knew it has disappeared."
888,Hedwig and the Angry Inch,(2001),R,95 min,"Comedy, Drama, Music            ",7.7,85        ,"36,456",$3.03M,A gender-queer punk-rock singer from East Berlin tours the U.S. with her band as she tells her life story and follows the former lover/band-mate who stole her songs.
889,The Double Life of Véronique,(1991),R,98 min,"Drama, Fantasy, Music            ",7.7,86        ,"50,662",$2.00M,"Two parallel stories about two identical women; one living in Poland, the other in France. They don't know each other, but their lives are nevertheless profoundly connected."
890,A Man for All Seasons,(1966),G,120 min,"Biography, Drama, History            ",7.7,72        ,"35,831",$28.35M,"The story of Sir Thomas More, who stood up to King Henry VIII when the King rejected the Roman Catholic Church to obtain a divorce and remarry."
891,Perfect Strangers,(2016),,96 min,"Comedy, Drama            ",7.7,,"67,946",,"Seven long-time friends meet for dinner. They decide to share their text messages, emails and phone calls. Secrets are unveiled. Harmony trembles."
892,Happy Together,(1997),Not Rated,96 min,"Drama, Romance            ",7.7,70        ,"31,520",$0.19M,A couple take a trip to Argentina but both men find their lives drifting apart in opposite directions.
893,Invasion of the Body Snatchers,(1956),Approved,80 min,"Drama, Horror, Sci-Fi            ",7.7,92        ,"52,105",,A small-town doctor learns that the population of his community is being replaced by emotionless alien duplicates.
