,Movie_Name,Year_of_Release,C_Rating,Watch_Time_(min),Genre,Movie_Rating,Metascore,Votes,Gross_($M),Description
643,Skyfall,(2012),PG-13,143 min,"Action, Adventure, Thriller            ",7.8,81        ,"708,933",$304.36M,"James Bond's loyalty to M is tested when her past comes back to haunt her. When MI6 comes under attack, 007 must track down and destroy the threat, no matter how personal the cost."
644,The Untouchables,(1987),R,119 min,"Crime, Drama, Thriller            ",7.8,79        ,"318,260",$76.27M,"During Prohibition, Treasury agent Eliot Ness sets out to stop ruthless Chicago gangster Al Capone, and assembles a small, incorruptible team to help him."
645,Manchester by the Sea,(2016),R,137 min,Drama            ,7.8,96        ,"293,081",$47.70M,A depressed uncle is asked to take care of his teenage nephew after the boy's father dies.
646,Gattaca,(1997),PG-13,106 min,"Drama, Sci-Fi, Thriller            ",7.8,64        ,"311,820",$12.34M,A genetically inferior man assumes the identity of a superior one in order to pursue his lifelong dream of space travel.
647,Captain Phillips,(2013),PG-13,134 min,"Action, Biography, Crime            ",7.8,82        ,"472,456",$107.10M,"The true story of Captain Richard Phillips and the 2009 hijacking by Somali pirates of the U.S.-flagged MV Maersk Alabama, the first American cargo ship to be hijacked in two hundred years."
648,The Last Samurai,(2003),R,154 min,"Action, Drama            ",7.8,55        ,"451,478",$111.11M,An American military advisor embraces the Samurai culture he was hired to destroy after he is captured in battle.
649,Mary Poppins,(1964),G,139 min,"Comedy, Family, Fantasy            ",7.8,88        ,"178,178",$102.27M,"In turn of the century London, a magical nanny employs music and adventure to help two neglected children become closer to their father."
650,The Fugitive,(1993),PG-13,130 min,"Action, Crime, Drama            ",7.8,87        ,"304,146",$183.88M,"Dr. Richard Kimble, unjustly accused of murdering his wife, must find the real killer while being the target of a nationwide manhunt led by a seasoned U.S. Marshal."
651,I Saw the Devil,(2010),Not Rated,144 min,"Action, Crime, Drama            ",7.8,67        ,"136,766",$0.13M,A secret agent exacts revenge on a serial killer through a series of captures and releases.
652,Boyz n the Hood,(1991),R,112 min,"Crime, Drama            ",7.8,76        ,"146,063",$57.50M,"Follows the lives of three young males living in the Crenshaw ghetto of Los Angeles, dissecting questions of race, relationships, violence, and future prospects."
653,Awakenings,(1990),PG-13,121 min,"Biography, Drama            ",7.8,74        ,"148,648",$52.10M,"The victims of an encephalitis epidemic many years ago have been catatonic ever since, but now a new drug offers the prospect of reviving them."
654,The Hobbit: The Desolation of Smaug,(2013),PG-13,161 min,Fantasy            ,7.8,66        ,"678,093",$258.37M,"The dwarves, along with Bilbo Baggins and Gandalf the Grey, continue their quest to reclaim Erebor, their homeland, from Smaug. Bilbo Baggins is in possession of a mysterious and magical ring."
655,Captain Fantastic,(2016),R,118 min,"Comedy, Drama            ",7.8,72        ,"225,002",$5.88M,"In the forests of the Pacific Northwest, a father devoted to raising his six kids with a rigorous physical and intellectual education is forced to leave his paradise and enter the world, challenging his idea of what it means to be a parent."
656,Back to the Future Part II,(1989),PG,108 min,"Adventure, Comedy, Sci-Fi            ",7.8,57        ,"547,157",$118.50M,"After visiting 2015, Marty McFly must repeat his visit to 1955 to prevent disastrous changes to 1985...without interfering with his first trip."
657,Big Hero 6,(2014),PG,102 min,"Animation, Action, Adventure            ",7.8,74        ,"475,519",$222.53M,"A special bond develops between plus-sized inflatable robot Baymax and prodigy Hiro Hamada, who together team up with a group of friends to form a band of high-tech heroes."
658,Isle of Dogs,(2018),PG-13,101 min,"Animation, Adventure, Comedy            ",7.8,82        ,"176,974",$32.02M,"Set in Japan, Isle of Dogs follows a boy's odyssey in search of his lost dog."
659,Serenity,(2005),PG-13,119 min,"Action, Adventure, Sci-Fi            ",7.8,74        ,"300,068",$25.51M,The crew of the ship Serenity try to evade an assassin sent to recapture telepath River.
660,Misery,(1990),R,107 min,"Drama, Thriller            ",7.8,75        ,"220,590",$61.28M,"After a famous author is rescued from a car crash by a fan of his novels, he comes to realize that the care he is receiving is only the beginning of a nightmare of captivity and abuse."
661,The Holy Mountain,(1973),R,114 min,"Adventure, Drama, Fantasy            ",7.8,76        ,"45,258",$0.06M,"In a corrupt, greed-fueled world, a powerful alchemist leads a messianic character and seven materialistic figures to the Holy Mountain, where they hope to achieve enlightenment."
662,Walk the Line,(2005),PG-13,136 min,"Biography, Drama, Music            ",7.8,72        ,"257,056",$119.52M,"A chronicle of country music legend Johnny Cash's life, from his early days on an Arkansas cotton farm to his rise to fame with Sun Records in Memphis, where he recorded alongside Elvis Presley, Jerry Lee Lewis, and Carl Perkins."
663,Moon,(2009),R,97 min,"Drama, Mystery, Sci-Fi            ",7.8,67        ,"366,253",$5.01M,"Astronaut Sam Bell has a quintessentially personal encounter toward the end of his three-year stint on the Moon, where he, working alongside his computer, GERTY, sends back to Earth parcels of a resource that has helped diminish our planet's power problems."
664,Thirteen Lives,(2022),PG-13,147 min,"Action, Adventure, Biography            ",7.8,66        ,"60,287",,A rescue mission is assembled in Thailand where a group of young boys and their soccer coach are trapped in a system of underground caves that are flooding.
665,The Fighter,(I) (2010),R,116 min,"Action, Biography, Drama            ",7.8,79        ,"376,564",$93.62M,"Based on the story of Micky Ward, a fledgling boxer who tries to escape the shadow of his more famous but troubled older boxing brother and get his own shot at greatness."
666,The Outlaw Josey Wales,(1976),PG,135 min,Western            ,7.8,69        ,"76,414",$31.80M,Missouri farmer Josey Wales joins a Confederate guerrilla unit and winds up on the run from the Union soldiers who murdered his family.
667,Dawn of the Dead,(1978),Unrated,127 min,"Horror, Thriller            ",7.8,71        ,"124,056",$5.10M,"During an escalating zombie epidemic, two Philadelphia SWAT team members, a traffic reporter and his TV executive girlfriend seek refuge in a secluded shopping mall."
668,Paddington 2,(2017),PG,103 min,"Adventure, Comedy, Family            ",7.8,88        ,"84,705",$40.44M,"Paddington, now happily settled with the Brown family and a popular member of the local community, picks up a series of odd jobs to buy the perfect present for his Aunt Lucy's 100th birthday, only for the gift to be stolen."
669,Glory,(1989),R,122 min,"Biography, Drama, History            ",7.8,78        ,"138,629",$26.83M,"Robert Gould Shaw leads the U.S. Civil War's first all-black volunteer company, fighting prejudices from both his own Union Army, and the Confederates."
670,Straight Outta Compton,(2015),R,147 min,"Biography, Drama, History            ",7.8,72        ,"208,708",$161.20M,"The rap group NWA emerges from the mean streets of Compton in Los Angeles, California, in the mid-1980s and revolutionizes Hip Hop culture with their music and tales about life in the hood."
671,The Fall,(I) (2006),R,117 min,"Adventure, Drama, Fantasy            ",7.8,64        ,"114,233",$2.28M,"In a hospital on the outskirts of 1920s Los Angeles, an injured stuntman begins to tell a fellow patient, a little girl with a broken arm, a fantastic story of five mythical heroes. Thanks to his fractured state of mind and her vivid imagination, the line between fiction and reality blurs as the tale advances."
672,The Girl with the Dragon Tattoo,(2009),R,152 min,"Crime, Drama, Mystery            ",7.8,76        ,"219,451",$10.10M,A journalist is aided by a young female hacker in his search for the killer of a woman who has been dead for forty years.
673,Midnight Cowboy,(1969),R,113 min,Drama            ,7.8,79        ,"114,857",$44.79M,"A naive hustler travels from Texas to New York City to seek personal fortune, finding a new friend in the process."
674,How to Train Your Dragon 2,(2014),PG,102 min,"Animation, Action, Adventure            ",7.8,77        ,"346,872",$177.00M,"When Hiccup and Toothless discover an ice cave that is home to hundreds of new wild dragons and the mysterious Dragon Rider, the two friends find themselves at the center of a battle to protect the peace."
675,Hunt for the Wilderpeople,(2016),PG-13,101 min,"Adventure, Comedy, Drama            ",7.8,81        ,"134,964",$5.20M,A national manhunt is ordered for a rebellious kid and his foster uncle who go missing in the wild New Zealand bush.
676,October Sky,(1999),PG,108 min,"Biography, Drama, Family            ",7.8,71        ,"94,367",$32.48M,"The true story of Homer Hickam, a coal miner's son who was inspired by the first Sputnik launch to take up rocketry against his father's wishes."
677,The Insider,(1999),R,157 min,"Biography, Drama, Thriller            ",7.8,84        ,"174,741",$28.97M,A research chemist comes under personal and professional attack when he decides to appear in a 60 Minutes exposé on Big Tobacco.
678,Kiki's Delivery Service,(1989),G,103 min,"Animation, Family, Fantasy            ",7.8,85        ,"151,406",,"A young witch, on her mandatory year of independent life, finds fitting into a new community difficult while she supports herself by running an air courier service."
679,My Fair Lady,(1964),G,170 min,"Drama, Family, Musical            ",7.8,95        ,"98,335",$72.00M,"In 1910s London, snobbish phonetics professor Henry Higgins agrees to a wager that he can make crude flower girl, Eliza Doolittle, presentable in high society."
680,The Conversation,(1974),PG,113 min,"Drama, Mystery, Thriller            ",7.8,87        ,"115,645",$4.42M,"A paranoid, secretive surveillance expert has a crisis of conscience when he suspects that the couple he is spying on will be murdered."
681,The Remains of the Day,(1993),PG,134 min,"Drama, Romance            ",7.8,86        ,"78,318",$22.95M,A butler who sacrificed body and soul to service in the years leading up to World War II realizes too late how misguided his loyalty was to his lordly employer.
682,The King of Comedy,(1982),PG,109 min,"Comedy, Crime, Drama            ",7.8,73        ,"109,074",$2.50M,"Rupert Pupkin is a passionate yet unsuccessful comic who craves nothing more than to be in the spotlight and to achieve this, he stalks and kidnaps his idol to take the spotlight for himself."
683,Night of the Living Dead,(1968),Not Rated,96 min,"Horror, Thriller            ",7.8,89        ,"133,077",$0.09M,A ragtag group of Pennsylvanians barricade themselves in an old farmhouse to remain safe from a horde of flesh-eating ghouls that are ravaging the East Coast of the United States.
684,Ed Wood,(1994),R,127 min,"Biography, Comedy, Drama            ",7.8,70        ,"179,550",$5.89M,Ambitious but troubled movie director Edward D. Wood Jr. tries his best to fulfill his dreams despite his lack of talent.
685,The Best Offer,(2013),R,131 min,"Crime, Drama, Mystery            ",7.8,49        ,"123,126",$0.09M,A lonely art expert working for a mysterious and reclusive heiress finds not only her art worth examining.
686,The Killing Fields,(1984),R,141 min,"Biography, Drama, History            ",7.8,76        ,"57,159",$34.70M,"A journalist is trapped in Cambodia during tyrant Pol Pot's bloody 'Year Zero' cleansing campaign, which claimed the lives of two million 'undesirable' civilians."
