,Movie Name,Year of Release,Watch Time (min),Genre,Movie Rating,Metascore,Votes,Gross ($M),Description
8290,Monte Carlo,2011,109,Adventure,5.8,43        ,46363,23.19,Three young women vacationing in Paris find themselves whisked away to Monte Carlo after one of the girls is mistaken for a British heiress.
8291,Kin,2018,102,Action,5.8,35        ,17846,5.72,"Chased by a vengeful criminal, the feds and a gang of otherworldly soldiers, an ex-con and his adopted teenage brother go on the run with a weapon of mysterious origin as their only protection."
8292,1941,1979,118,Action,5.8,34        ,34896,31.76,Hysterical Californians prepare for a Japanese invasion in the days after Pearl Harbor.
8293,What a Girl Wants,2003,105,Comedy,5.8,41        ,64422,35.99,"An American teenager learns that her father is a wealthy British politician running for office. Although she is eager to find him, she realizes it could cause a scandal and cost him the election."
8294,Made of Honor,2008,101,Comedy,5.8,37        ,73788,46.01,A guy in love with an engaged woman tries to win her over after she asks him to be her maid of honor.
8295,Spread,2009,97,Comedy,5.8,43        ,40881,0.25,A sex comedy centered on a serial womanizer and his jilted lover.
8296,Death Wish 3,1985,92,Action,5.8,18        ,16312,16.12,Architect/vigilante Paul Kersey arrives back in New York City and is forcibly recruited by a crooked police chief to fight street crime caused by a large gang terrorizing the neighborhoods.
8297,Stuck on You,2003,118,Comedy            ,5.8,62        ,54157,33.83,Conjoined twins from Martha's Vineyard move to Los Angeles so that one of them can pursue an acting career.
8298,The Divide,2011,112,Drama,5.8,28        ,37584,0.02,"Survivors of a nuclear attack are grouped together for days in the basement of their apartment building, where fear and dwindling supplies wear away at their dynamic."
8299,The Prince and Me,2004,111,Comedy,5.8,47        ,40368,28.18,"At college Paige meets Eddie, a fellow student from Denmark, whom she first dislikes but later accepts, likes, and loves; he proves to be Crown Prince Edvard. Paige follows him to Copenhagen, and he follows her back to school with a plan."
8300,The Glass House,2001,106,Crime,5.8,34        ,38612,18.00,An orphaned teenager is taken in by a Malibu couple but discovers they aren't the caring friends they seemed to be.
8301,Antebellum,2020,105,Drama,5.8,43        ,28345,,Successful author Veronica Henley finds herself trapped in a horrifying reality and must uncover the mind-bending mystery before it's too late.
8302,The Haunting in Connecticut,2009,92,Drama,5.8,33        ,63337,55.39,"After a family is forced to relocate for their son's health, they begin experiencing supernatural behavior in their new home, and uncover a sinister history."
8303,Tau,2018,97,Sci-Fi,5.8,43        ,32827,,"A woman is held captive by a scientist in a futuristic smart house, and hopes to escape by reasoning with the Artificial Intelligence that controls the house."
8304,The Forgotten,2004,91,Drama,5.8,43        ,67227,66.64,"After being told that their children never existed, a man and woman soon discover there is a much bigger enemy at work."
8305,Looney Tunes: Back in Action,2003,91,Animation,5.8,64        ,38933,20.99,The Looney Tunes search for a man's missing father and the mythical Blue Monkey diamond.
8306,The Factory,2012,104,Crime,5.8,,11457,,"An obsessed cop is on the trail of a serial killer prowling the streets of Buffalo, N.Y. but when his teenage daughter disappears, he drops any professional restraint to get the killer."
8307,Return to Never Land,2002,72,Animation,5.8,49        ,21146,48.43,"In London during World War II, this is the story of Wendy's daughter, Jane, who is kidnapped by Captain Hook and Peter Pan must come to the rescue."
8308,Son in Law,1993,95,Comedy,5.8,33        ,21350,36.45,"Having gotten a taste of college life, a drastically changed farm girl returns home for Thanksgiving break with her best friend, a flamboyant party animal who is clearly a fish out of water in a small farm town."
8309,Air America,1990,113,Action,5.8,33        ,29542,31.05,A young pilot finds himself recruited unwittingly into a covert and corrupt CIA airlift operation in Laos during the Vietnam conflict.
8310,The Wolfman,2010,103,Drama,5.8,43        ,108593,61.98,"Upon his return to his ancestral homeland, an American man is bitten and subsequently cursed by a werewolf."
8311,To the Wonder,2012,112,Drama,5.8,58        ,29424,0.59,"After falling in love in Paris, Marina and Neil come to Oklahoma, where problems arise. Their church's Spanish-born pastor struggles with his faith, while Neil encounters a woman from his childhood."
8312,Mine,2016,106,Drama,5.8,40        ,20032,,"After a failed assassination attempt, a United States Marine finds himself stranded in the desert. Exposed to the elements, he must survive the dangers of the desert and battle the psychological and physical tolls of the treacherous conditions."
8313,Second Act,2018,103,Comedy,5.8,46        ,28839,39.28,A big box store worker reinvents her life and her life-story and shows Madison Avenue what street smarts can do.
8314,Open Water,2003,79,Adventure,5.8,63        ,54965,30.61,Based on the true story of two scuba divers accidentally stranded in shark infested waters after their tour boat has left.
8315,Home Again,2017,97,Comedy,5.8,41        ,33521,27.02,Life for a single mom in Los Angeles takes an unexpected turn when she allows three young guys to move in with her.
8316,The Gunman,2015,115,Action,5.8,39        ,42270,10.64,"A sniper on a mercenary assassination team kills the minister of mines of the Congo. Terrier's successful kill shot forces him into hiding. Returning to the Congo years later, he becomes the target of a hit squad himself."
8317,Wetlands,2013,109,Comedy,5.8,77        ,12022,0.06,The adventures of an eccentric girl who has strange attitudes towards hygiene and sexuality longs for the reunion of her divorced parents.
8318,The Cobbler,2014,99,Comedy,5.8,23        ,57880,,"A cobbler, bored of his everyday life, stumbles upon a magical heirloom that allows him to become other people and see the world in a different way."
8319,Friday After Next,2002,85,Comedy,5.8,35        ,28878,32.98,"Working as security guards, Craig and Day-Day run into the thief who stole their Christmas presents."
8320,Ghosts of Girlfriends Past,2009,100,Comedy,5.8,34        ,91871,55.25,"While attending his brother's wedding, a serial womanizer is haunted by the ghosts of his past girlfriends."
8321,The Green Hornet,2011,119,Action,5.8,39        ,162349,98.78,"Following the death of his father, Britt Reid, heir to his father's large company, teams up with his late dad's assistant Kato to become a masked crime fighting team."
8322,The Getaway,1994,115,Action,5.8,51        ,18874,16.10,An ex-con and his devoted wife must flee from danger when a heist doesn't go as planned.
8323,The Relic,1997,110,Horror,5.8,55        ,28915,33.96,"A homicide detective and an anthropologist try to destroy a South American lizard-like god, who's on a people eating rampage in a Chicago museum."
8324,Suburbicon,2017,105,Comedy,5.8,42        ,45721,5.78,"As a 1950s suburban community self-destructs, a home invasion has sinister consequences for one seemingly normal family."
8325,Troop Beverly Hills,1989,105,Adventure,5.8,32        ,10801,8.51,"A soon to be divorced Beverly Hills socialite is determined to prove to her husband and herself that she can finish what she starts out to do, by becoming a den mother to a troop of Beverly Hills Girl Scouts."
8326,100 Girls,2000,94,Comedy,5.8,,23250,,"Matt spends the night with a girl in an elevator during power outage in a girls' college dorm. He never sees her. Waking up in the morning, panties are all that's left of her. How does he find her in a building with 100 girls?"
8327,Into the Forest,2015,101,Drama,5.8,59        ,21518,0.01,"After a massive power outage, two sisters learn to survive on their own in their isolated woodland home."
8328,Reindeer Games,2000,104,Action,5.8,37        ,41143,23.36,"After assuming his dead cell-mate's identity to get with the other man's girlfriend, an ex-convict finds himself a reluctant participant in a casino heist."
8329,Miss Bala,2019,104,Action,5.8,41        ,11968,15.01,"Gloria finds a power she never knew she had when she is drawn into a dangerous world of cross-border crime. Surviving will require all of her cunning, inventiveness, and strength. Based on the Spanish-language film."
8330,And So It Goes,2014,94,Comedy,5.8,38        ,14644,15.16,A self-absorbed realtor enlists the help of his neighbor when he's suddenly left in charge of the granddaughter he never knew existed until his estranged son drops her off at his home.
8331,Captain Ron,1992,100,Adventure,5.8,39        ,22091,22.52,"A Chicagoan inherits an old yacht. He, his wife, daughter and son fly to a Caribbean island and hire a dubious Captain Ron to sail them on an adventure to Miami."
8332,Runaway,1984,99,Action,5.8,50        ,13875,6.77,"In the near future, a police officer specializes in malfunctioning robots. When a robot turns out to have been programmed to kill, he begins to uncover a homicidal plot to create killer robots... and his son becomes a target."
8333,The Ant Bully,2006,88,Animation,5.8,59        ,40558,28.14,"After Lucas Nickle floods an ant colony with his water gun, he's magically shrunken down to insect size and sentenced to hard labor in the ruins."
8334,Black Sheep,2006,87,Comedy,5.8,62        ,41317,0.08,An experiment in genetic engineering turns harmless sheep into bloodthirsty killers that terrorize a sprawling New Zealand farm.
8335,Hard to Kill,1990,96,Action,5.8,41        ,31198,47.41,"Left for dead with his wife killed in their house, L.A. Detective Mason Storm will have to make a quick recovery, expose those behind the murder and take revenge."
8336,Curly Sue,1991,101,Comedy,5.8,,22439,33.69,"A homeless man and his young companion, who survive by conning people, meet a woman who may need them even more than they need her."
8337,Halloween H20: 20 Years Later,1998,86,Horror,5.8,52        ,78498,55.04,"Laurie Strode, now the dean of a Northern California private school with an assumed name, must battle the Shape one last time, as the life of her own son hangs in the balance."
8338,Suspect Zero,2004,99,Crime,5.8,37        ,20216,8.73,"A mysterious serial killer is hunting other serial killers, and one F.B.I. Agent suspects there may be more to the vigilante than they imagine."
8339,A Very Brady Sequel,1996,90,Comedy            ,5.8,56        ,11319,21.40,"The Bradys are surprised when a man claiming to be Carol's long lost first husband shows up at their home. Before long, his strange actions cause them to question his motives."
8340,Black Water,2007,90,Action,5.8,,15424,,A terrifying tale of survival in the mangrove swamps of Northern Australia
8341,1BR,2019,90,Drama,5.8,56        ,14170,,"Sarah tries to start anew in LA, but her neighbours are not what they seem."
8342,Outpost,2008,90,Action,5.8,,17570,,"In war-torn Eastern Europe, a mysterious businessman hires a group of mercenaries on a routine mission to protect him not knowing of the long-hidden secret that lies there."
8343,The Toy,1982,102,Comedy            ,5.8,16        ,14091,47.12,An underemployed reporter finds himself literally purchased as a toy for a rich spoiled brat.
8344,Table 19,2017,87,Comedy,5.8,40        ,29759,3.61,"Eloise, having been relieved of maid of honor duties after being unceremoniously dumped by the best man via text, decides to attend the wedding anyway, only to find herself seated with five fellow unwanted guests at the dreaded Table 19."
8345,Raise Your Voice,2004,103,Family,5.8,33        ,28376,10.41,A girl from a small town heads to the big city of Los Angeles to spend the summer at a performing arts high school.
8346,The Perfect Date,2019,89,Comedy,5.8,,41011,,"To save up for college, Brooks Rattigan creates an app where anyone can pay him to play the perfect stand-in boyfriend for any occasion."
8347,My Best Friend's Girl,2008,101,Comedy,5.8,34        ,45284,19.22,Tank faces the ultimate test of friendship when his best friend hires him to take his ex-girlfriend out on a lousy date in order to make her realize how great her former boyfriend is.
8348,The Reef,2010,94,Adventure,5.8,,20097,,A great white shark hunts the crew of a capsized sailboat along the Great Barrier Reef.
8349,Vox Lux,2018,114,Drama,5.8,67        ,18997,0.73,An unusual set of circumstances brings unexpected success to a pop star.
8350,Paranormal Activity 3,2011,83,Horror,5.8,59        ,97163,104.01,"In 1988, young sisters Katie and Kristi befriend an invisible entity called Toby, who resides in their home."
8351,21 & Over,2013,93,Comedy            ,5.8,34        ,75904,25.68,"The night before his big medical school interview, a promising student celebrates his 21st birthday with his two best friends."
8352,Halloween 4: The Return of Michael Myers,1988,88,Horror,5.8,34        ,55429,17.77,"Ten years after his original massacre, the invalid Michael Myers awakens on Halloween Eve and returns to Haddonfield to kill his seven-year-old niece. Can Dr. Loomis stop him?"
8353,Goon: Last of the Enforcers,2017,101,Comedy,5.8,48        ,14255,,A hockey player plagued by injuries is confronted with the possibility of retirement when a tough new player challenges his status as the league's top enforcer.
8354,Uncle Drew,2018,103,Comedy,5.8,57        ,15075,42.47,An anti-ageist comedy about a man's dream to win the Rucker Classic street ball tournament in Harlem.
8355,Life of Crime,2013,98,Comedy,5.8,60        ,19673,0.26,Two common criminals get more than they bargained for after kidnapping the wife of a corrupt real-estate developer who shows no interest in paying the $1 million dollar ransom for her safe return.
8356,Let It Snow,2019,92,Comedy,5.8,51        ,23503,,"In a small town on Christmas Eve, a snowstorm brings together a group of young people."
8357,Smiley Face,2007,85,Comedy            ,5.8,71        ,18294,0.01,"After a young actress unknowingly eats her roommate's marijuana cupcakes, her day becomes a series of misadventures."
8358,All the Pretty Horses,2000,116,Drama,5.8,55        ,15279,15.53,"Two Texas cowboys head to Mexico in search of work, but soon find themselves in trouble with the law after one of them falls in love with a wealthy rancher's daughter."
8359,Wishmaster,1997,90,Fantasy,5.8,,24162,15.72,"A demonic djinn attempts to grant its owner three wishes, which will allow him to summon his brethren to Earth."
8360,Bulletproof,1996,84,Action,5.8,30        ,39180,21.16,"Two criminals, Keats and Moses, end their friendship, when Keats turns out to be an undercover cop. Many years later, the two are forced to work together when Keats is assigned to protect Moses as a witness."
8361,Cirque du Freak: The Vampire's Assistant,2009,109,Action,5.8,43        ,47174,14.05,"Teenager Darren Shan meets a mysterious man at a freak show who turns out to be a vampire. After a series of events, Darren must leave his normal life and go on the road with the Cirque du Freak, becoming a creature of the night."
8362,Mad Money,2008,104,Comedy,5.8,41        ,22142,20.67,Three female employees of the Federal Reserve plot to steal money that is about to be destroyed.
8363,Striking Distance,1993,102,Action,5.8,36        ,44199,23.80,"Coming from a police family, Tom Hardy ends up fighting his uncle after the murder of his father. Tom believes the killer is another cop and goes on the record with his allegations. Demoted then to river duty, the killer taunts Tom."
8364,Sierra Burgess Is a Loser,2018,105,Comedy,5.8,60        ,40055,,A case of mistaken identity results in unexpected romance when the most popular girl in high school and the biggest loser must come together to win over their crushes.
8365,Cry Wolf,2005,90,Drama,5.8,39        ,27930,10.05,"Eight unsuspecting high school seniors at a posh boarding school, who delight themselves on playing games of lies, come face-to-face with terror and learn that nobody believes a liar - even when they're telling the truth."
8366,Babe: Pig in the City,1998,97,Adventure,5.8,68        ,34429,18.32,"Babe, fresh from his victory in the sheepherding contest, returns to Farmer Hoggett's farm, but after Farmer Hoggett is injured and unable to work, Babe has to go to the big city to save the farm."
8367,Honeymoon in Vegas,1992,96,Comedy,5.8,63        ,18609,35.21,"Jack loses $65,000 in poker in Las Vegas, where he's marrying Betsy. The wedding will have to wait as the poker winner wants the weekend with Betsy to cancel the debt. She accepts. Whom will she marry?"
8368,Song One,2014,86,Drama,5.8,48        ,10063,0.03,A young woman strikes up a relationship with her ailing brother's favorite musician.
8369,Cradle 2 the Grave,2003,101,Action,5.8,36        ,45731,34.71,"A jewel thief's daughter is kidnapped after he steals a collection of prized black diamonds, which aren't at all what they seem."
8370,The Duel,2016,110,Drama,5.8,42        ,11447,0.06,A Texas Ranger investigates a series of unexplained deaths in a town called Helena.
8371,The Tunnel,2011,94,Horror,5.8,,21363,,An investigation into a government cover-up leads to a network of abandoned train tunnels deep beneath the heart of Sydney. As a journalist and her crew hunt for the story it quickly becomes clear the story is hunting them.
8372,Bad News Bears,2005,113,Comedy,5.8,65        ,22198,32.87,A grizzled little league coach tries to turn his team of misfits into champs.
8373,Escape from Planet Earth,2012,89,Animation,5.8,35        ,26249,57.01,Astronaut Scorch Supernova finds himself caught in a trap when he responds to an SOS from a notoriously dangerous alien planet.
8374,Annapolis,2006,108,Drama,5.8,37        ,21537,17.13,"Set against the backdrop of boxing at the Naval Academy, centers on a young man from the wrong side of the tracks whose dream of attending Annapolis becomes a reality."
8375,War on Everyone,2016,98,Action,5.8,50        ,19710,,"Two corrupt cops set out to blackmail and frame every criminal unfortunate enough to cross their path. Events, however, are complicated by the arrival of someone who appears to be even more dangerous than they are."
8376,Next of Kin,1989,108,Action,5.8,53        ,12106,15.94,"Truman, a Chicago cop, sets out to find the killer of his brother. Meanwhile, another of his brothers, Briar (a hillbilly) decides to find the killer himself."
8377,The Guilt Trip,2012,95,Comedy,5.8,50        ,38008,37.13,"As inventor Andy Brewster is about to embark on the road trip of a lifetime, a quick stop at his mom's house turns into an unexpected cross-country voyage with her along for the ride."
8378,24 Hours to Live,2017,93,Action,5.8,37        ,15208,,An assassin seeks redemption after being given a second chance at life.
8379,Free Birds,2013,91,Animation,5.8,38        ,25000,55.75,"Two turkeys from opposite sides of the tracks must put aside their differences and team up to travel back in time to change the course of history, and get Turkeys off the Thanksgiving menu for good."
8380,Rampart,2011,108,Crime,5.8,70        ,24635,0.97,"Set in 1999 Los Angeles, veteran police officer Dave Brown, the last of the renegade cops, works to take care of his family, and struggles for his own survival."
8381,Airport '77,1977,114,Action,5.8,36        ,11323,30.00,"Art thieves hijack a 747, hit fog and crash into the ocean, trapping them and the passengers under one hundred feet of water."
8382,The Seventh Sign,1988,97,Drama,5.8,,15096,18.88,"Abby Quinn is eagerly awaiting childbirth but is haunted by dreams where she suffers a miscarriage. When she decides to rent a room to a mysterious stranger, she realizes a chain of events that will unleash the end of humanity."
8383,The Chase,1994,94,Action,5.8,,21613,8.01,Escaped convict Jack Hammond takes a woman hostage and sets off for the Mexican border with the police hot on his tail.
8384,Friends with Money,2006,88,Comedy,5.8,68        ,31427,13.37,"After she quits her lucrative job, Olivia finds herself unsure about her future and her relationships with her successful and wealthy friends."
8385,Ae Dil Hai Mushkil,2016,158,Drama,5.8,40        ,24293,4.24,"This story explores love - the shapes it takes, the ways it changes us and the exhilarating and often terrifying ride it takes us on. It is the journey of two characters, Alizeh and Ayan, as they navigate life, love and heartbreak."
8386,Firewall,2006,105,Action,5.8,45        ,58657,48.75,"A security specialist is forced into robbing the bank that he's protecting, as a bid to pay off his family's ransom."
8387,"Silent Night, Deadly Night",1984,79,Horror,5.8,31        ,17394,2.49,"Little Billy witnesses his parents getting killed by Santa after being warned by his senile grandpa that Santa punishes those who are naughty. Now Billy is 18 and out of the orphanage, and he has just become Santa himself."
8388,For Richer or Poorer,1997,115,Comedy            ,5.8,,11642,31.61,An unhappily married Manhattan socialite couple flee from the I.R.S. and end up in Amish country where they pretend to be visiting relatives.
8389,Love the Coopers,2015,107,Comedy,5.8,31        ,25410,26.28,The intertwined stories of four generations of Coopers unfold right before the annual family reunion on Christmas Eve. Can they survive the most beautiful time of the year?
8390,Terror Train,1980,97,Horror,5.8,42        ,13021,,"Three years after a prank went terribly awry, the six college students responsible are targeted by a masked killer at a New Year's Eve party aboard a moving train."
8391,Sgt. Bilko,1996,93,Comedy            ,5.8,47        ,23270,30.36,"Sgt. Bilko is a well-liked conman in charge of the army base's motor pool, developing a hover tank and unofficially of gambling etc. One man hates Bilko and he's coming to inspect the base for possible closure."
8392,I Still See You,2018,98,Fantasy,5.8,31        ,10698,,Set ten years after an apocalyptic event that killed millions and left the world inhabited by ghosts.
8393,Silk,2007,107,Drama,5.8,39        ,11562,1.10,"The story of a married silkworm merchant-turned-smuggler in 19th century France traveling to Japan for his town's supply of silkworms after a disease wipes out their African supply. During his stay in Japan, he becomes obsessed with the concubine of a local baron."
8394,All About the Benjamins,2002,95,Action,5.8,34        ,15148,25.48,"Bounty hunter Bucum chases bail-jumper Reggie, who runs right into the scene of a diamond heist and murder and gets shot at as well. Later they become partners in their pursuit of the $20M in diamonds and lottery ticket. Their women join."
8395,Murder Party,2007,79,Comedy,5.8,,11901,,"A random invitation to a Halloween party leads a man into the hands of a rogue collective intent on murdering him for the sake of their art, sparking a bloodbath of mishap, mayhem and hilarity."
8396,Beyond a Reasonable Doubt,2009,106,Crime,5.8,35        ,13267,0.03,"Remake of the 1956 film noir film ""Beyond a Reasonable Doubt"" in which a writer's plan to expose a corrupt district attorney takes an unexpected turn."
8397,Wind Chill,2007,91,Adventure,5.8,52        ,23996,0.02,"Two college students share a ride home for the holidays, but when they break down on a deserted stretch of road, they are preyed upon by the ghosts of people who have died there."
8398,Extinction,2015,112,Action,5.8,46        ,17442,,"And suddenly, overnight, the world came to a halt. Two men, two survivors, one kid, and hatred that separates them. A place forgotten by everyone, including the creatures that inhabit the Earth... until now."
8399,The Last Five Years,2014,94,Comedy,5.8,60        ,10441,0.14,A struggling actress and her novelist lover each illustrate the struggle and deconstruction of their love affair.
8400,The Lady of Heaven,2021,141,Action,5.8,41        ,14036,,"Two stories separated by 1400 years. After losing his mother in the midst of a war-torn country, an Iraqi child, learns the importance and power of patience by discovering the historical story of Lady Fatima and her suffering."
8401,Wonder Park,2019,85,Animation,5.8,45        ,12261,45.22,The imagination of a wildly creative girl comes alive in an amusement park.
8402,Absentia,2011,87,Drama,5.8,,19160,,"A woman and her sister begin to link a mysterious tunnel to a series of disappearances, including that of her own husband."
8403,A Thousand Words,2012,91,Comedy,5.8,26        ,43653,18.44,"After stretching the truth on a deal with a spiritual guru, literary agent Jack McCall finds a Bodhi tree on his property. Its appearance holds a valuable lesson on the consequences of every word he speaks."
8404,Let Us Prey,2014,92,Horror,5.8,,10372,,"Held in a remote police station, a mysterious stranger takes over the minds and souls of everyone inside."
8405,Beowulf & Grendel,2005,103,Action,5.8,53        ,18310,0.07,"In Denmark, during the 6th century, Danish king Hrothgar and his warriors kill a troll whose son, Grendel, vows revenge."
8406,Kill Me Three Times,2014,90,Action,5.8,30        ,23807,0.02,"Professional hit-man Charlie Wolfe finds himself in three tales of murder, blackmail and revenge after a botched contract assignment."
8407,The Accidental Spy,2001,87,Action,5.8,,18051,,"At a Hong Kong shopping center, Buck Yuen's (Jackie Chan's) intuition warns him. He saves a robbery's loot and gets on television, ends up in Istanbul via South Korea, and accidentally becomes a spy. Fortunately, he knows Kung Fu."
8408,Amelia,2009,111,Adventure,5.8,37        ,13070,14.24,"A look at the life of legendary American pilot Amelia Earhart, who disappeared while flying over the Pacific Ocean in 1937 in an attempt to make a flight around the world."
8409,Bounce,2000,106,Drama,5.8,52        ,21238,36.81,A man switches plane tickets with another man who dies in that plane in a crash. The man falls in love with the deceased one's wife.
8410,Beyond Re-Animator,2003,96,Comedy,5.8,,12499,,"After 13 years in prison, the mad scientist from Re-Animator (1985) gets a new chance to experiment with the arrival of a young prison doctor, who secretly hopes to learn to reanimate dead people. Good intentions turn to horror."
8411,Final Score,2018,104,Action,5.8,53        ,13567,,"After deadly terrorists abduct his niece at a soccer match, an ex-soldier with lethal fighting skills wages a one-man war to save her and prevent mass destruction."
8412,A Christmas Prince,2017,92,Comedy,5.8,,20702,,"When a reporter goes undercover as a tutor to get the inside scoop on a playboy prince, she gets tangled in some royal intrigue and ends up finding love - but will she be able to keep up her lie?"
8413,Ginger Snaps Back: The Beginning,2004,94,Drama,5.8,,11157,,"Set in 19th Century Canada, Brigette and her sister Ginger take refuge in a Traders' Fort which later becomes under siege by some savage werewolves."
8414,Taxi 3,2003,84,Action,5.8,,44112,0.50,"Out to stop a new gang disguised as Santa Claus, Emilien and Daniel must also handle major changes in their personal relationships."
8415,Bobby Z,2007,97,Action,5.8,,15013,,"A DEA agent provides former Marine Tim Kearney with a way out of his prison sentence: impersonate Bobby Z, a recently deceased drug dealer, in a hostage switch with a crime lord."
8416,Gehraiyaan,2022,148,Drama,5.8,,43842,,Takes you on a journey into the deep rooted intricacies of modern human relationships.
8417,Management,2008,94,Comedy,5.8,50        ,18032,0.93,A traveling art saleswoman tries to shake off a flaky motel manager who falls for her and won't leave her alone.
8418,Operation Christmas Drop,2020,95,Comedy,5.8,47        ,12334,,"Congressional aide Erica forgoes family Christmas to travel at her boss's behest. At a beach side Air Force base, she clashes with Capt. Andrew Jantz, who knows her assignment is finding reasons to defund the facility."
8419,Laws of Attraction,2004,90,Comedy,5.8,38        ,23906,17.85,"Amidst a sea of litigation, two New York City divorce lawyers find love."
8420,Starship Troopers: Invasion,2012,89,Animation,5.8,,11587,,"A black op has gone terribly wrong. Now, Captain Carmen Ibanez and a hardcore trooper famed as Major Henry ""Hero"" Varro must lead a team of battle-weary troopers to find the missing ship and discover what went wrong."
8421,Jagame Thandhiram,2021,158,Action,5.8,,12113,,"A nomadic gangster finds himself caught between good and evil in a fight for a place to call home. Starring Dhanush, Aishwarya Lekshmi and James Cosmo."
8422,Mary Reilly,1996,108,Drama,5.8,44        ,15380,5.71,"A housemaid falls in love with Dr. Henry Jekyll and his darkly mysterious counterpart, Mr. Edward Hyde."
8423,Waist Deep,2006,97,Action,5.8,37        ,10288,21.32,An ex-convict (Tyrese) gets tangled up with a gang after his car is hijacked with his son inside.
8424,Goal II: Living the Dream,2007,115,Adventure,5.8,,33395,,"When Newcastle United soccer star Santiago Muñez (Kuno Becker) is offered a spot with Real Madrid, he accepts, but the move - accompanied by big money and fame - tests his ties and loyalties to family, friends, and business acquaintances."
8425,The Forger,2014,92,Crime,5.8,32        ,12884,,"A thief works with his father and son to forge a painting by Monet and steal the original. Together, they plan the heist of their lives."
8426,A California Christmas,2020,106,Comedy,5.8,,10683,,"With his carefree lifestyle on the line, a wealthy charmer poses as a ranch hand to get a hardworking farmer to sell her family's land before Christmas."
8427,The Canal,2014,92,Drama,5.8,55        ,14530,,A film archivist finds his sanity crumbling after he is given an old 16mm film reel with footage from a horrific murder that occurred in the early 1900's.
8428,Joshua,2007,106,Drama,5.8,69        ,13123,0.48,"The arrival of a newborn girl causes the gradual disintegration of the Cairn family; particularly for 9-year-old Joshua (Kogan), an eccentric boy whose proper upbringing and refined tastes both take a sinister turn."
8429,Pokémon 3 the Movie: Spell of the Unown,2000,93,Animation,5.8,,14602,17.05,"In the town of Greenfield, a young, lonely girl's dreams and wishes are brought into reality by a collective of reality-warping Pokémon."
8430,4.3.2.1.,2010,117,Crime,5.8,,10884,,"4 girls out on a 3 days trip in to 2 cities, if they survive. While Jo is working in a supermarket, her 3 friends are all out on their adventures. A chance encounter with diamond thieves sends them on a collision course with fate itself."
8431,F/X2,1991,108,Action,5.8,48        ,11286,21.08,"A special effects man helps his girlfriend's ex, a cop, with a sting operation, where the ex gets killed. Something's off and he investigates with help from an ex-cop PI friend."
8432,Wilson,2017,94,Comedy,5.8,49        ,10845,0.65,"A lonely, neurotic, and hilariously honest middle-aged man reunites with his estranged wife, and meets his teenage daughter for the first time."
8433,A Christmas Horror Story,2015,99,Fantasy,5.8,49        ,11488,,"Interwoven stories that take place on Christmas Eve, as told by one festive radio host: A family brings home more than a Christmas tree, a student documentary becomes a living nightmare, a Christmas spirit terrorizes, Santa slays evil."
8434,StreetDance 3D,2010,98,Drama,5.8,,11515,,"In order to win the Street Dance Championships, a dance crew is forced to work with ballet dancers from the Royal Dance School in exchange for rehearsal space."
8435,RRRrrrr!!!,2004,98,Comedy,5.8,,14486,,A tribe of prehistoric people is puzzled - a murder has happened. The first ever one.
8436,Retreat,2011,90,Drama,5.8,,12318,,"Kate and Martin escape from personal tragedy to an Island Retreat. Cut off from the outside world, their attempts to recover are shattered when a Man is washed ashore, with news of airborne killer disease that is sweeping through Europe."
8437,The Oranges,2011,90,Comedy,5.8,46        ,13233,0.36,"The enduring friendship between the Walling and Ostroff families is tested when Nina, the prodigal Ostroff daughter, returns home for the holidays after a five-year absence and enters into an affair with David, head of the Walling family."
8438,The Clearing,2004,95,Drama,5.8,60        ,14175,5.76,"As an executive is held captive by a former employee, it's up to his wife to deliver the ransom."
8439,A Fantastic Fear of Everything,2012,100,Comedy,5.8,31        ,14975,,A crime novelist whose research on Victorian serial killers has turned him into a paranoid wreck must confront his worst fears when a film executive takes a sudden interest in his movie script.
8440,Death Defying Acts,2007,97,Drama,5.8,48        ,10329,0.00,"On a tour of Britain in 1926, Harry Houdini (Guy Pearce) enters into a passionate affair with a psychic out to con him."
8441,Novocaine,2001,95,Comedy,5.8,45        ,11420,2.04,A dentist finds himself a murder suspect after a sexy patient seduces him and steals all of the drugs from his practice.
8442,Hurlyburly,1998,122,Comedy,5.8,,10290,1.80,Hollywood movers and shakers dissect their own personal lives when everything seems to clash together.
8443,Samrat Prithviraj,2022,135,Action,5.8,,53114,,A fearless warrior. An epic love story. Witness the grand saga of Samrat Prithviraj Chauhan.
8444,Dance of the Dead,2008,87,Action,5.8,,11821,,"On the night of the big High-School Prom, the dead rise to eat the living, and the only people who can stop them are the losers who couldn't get dates to the dance."
8445,Empire of the Wolves,2005,128,Action,5.8,,11924,,A disgraced policeman helps a young detective to hunt down a serial killer who targets Turkish women in Paris.
8446,Rowdy Rathore,2012,140,Action,5.8,,23118,0.78,"A con man uncovers a deadly secret and must save his lady love, the small-town locals and the little girl who insists she's his daughter, from the mob."
8447,Partner,2007,155,Comedy,5.8,,12908,1.06,"A 'Love Guru' assists other males, woos a widowed single mother, but becomes embroiled in controversies."
8448,Interview with a Hitman,2012,96,Action,5.8,,10730,,An elite hitman returns to erase his past only to find that somebody has messed with his future.
8449,Shubh Mangal Zyada Saavdhan,2020,117,Comedy,5.8,,10003,,"The road to achieving a happy ending is a little too rough for two guys Kartik and Aman. While Aman's family tries hard to battle his love for Kartik, Kartik isn't prepared to step back until he marries Aman."
